,rownames,emp_title,emp_length,state,homeownership,annual_income,verified_income,debt_to_income,annual_income_joint,verification_income_joint,debt_to_income_joint,delinq_2y,months_since_last_delinq,earliest_credit_line,inquiries_last_12m,total_credit_lines,open_credit_lines,total_credit_limit,total_credit_utilized,num_collections_last_12m,num_historical_failed_to_pay,months_since_90d_late,current_accounts_delinq,total_collection_amount_ever,current_installment_accounts,accounts_opened_24m,months_since_last_credit_inquiry,num_satisfactory_accounts,num_accounts_120d_past_due,num_accounts_30d_past_due,num_active_debit_accounts,total_debit_limit,num_total_cc_accounts,num_open_cc_accounts,num_cc_carrying_balance,num_mort_accounts,account_never_delinq_percent,tax_liens,public_record_bankrupt,loan_purpose,application_type,loan_amount,term,interest_rate,installment,grade,sub_grade,issue_month,loan_status,initial_listing_status,disbursement_method,balance,paid_total,paid_principal,paid_interest,paid_late_fees
6173,6174,owner-consultant,10.0,FL,RENT,120000.0,Not Verified,6.31,,,,0,,1982,0,11,6,20300,13613,0,4,,0,0,1,2,16.0,6,0.0,0,3,10200,7,5,3,0,100.0,1,3,debt_consolidation,individual,10000,36,10.9,326.92,B,B4,Mar-2018,Current,whole,Cash,9285.29,974.7,714.71,259.99,0.0
6176,6177,mail handler,10.0,CA,MORTGAGE,75000.0,Source Verified,10.11,188655.0,Source Verified,20.07,0,71.0,1996,1,13,9,515751,23999,0,0,,0,0,1,6,6.0,9,0.0,0,5,24200,8,7,5,1,91.7,0,0,debt_consolidation,joint,40000,36,9.44,1280.2,B,B1,Jan-2018,Current,whole,Cash,36092.05,5194.22,3907.95,1286.27,0.0
6177,6178,underwriter,3.0,TX,MORTGAGE,84000.0,Source Verified,0.43,,,,0,,2002,1,16,7,155901,273,0,0,,0,0,0,0,11.0,7,0.0,0,1,18500,12,6,1,2,100.0,0,0,medical,individual,15000,60,9.44,314.59,B,B1,Feb-2018,Fully Paid,whole,Cash,0.0,15058.4788888887,15000.0,58.48,0.0
6179,6180,customer service,10.0,MO,OWN,62000.0,Not Verified,16.43,,,,0,37.0,1998,4,42,18,249725,53781,0,0,,0,0,4,5,2.0,18,0.0,0,3,61600,29,13,5,2,90.5,0,0,debt_consolidation,individual,6000,36,5.31,180.67,A,A1,Mar-2018,Current,fractional,Cash,5535.59,538.47,464.41,74.06,0.0
6183,6184,pastor,10.0,CO,OWN,48509.0,Source Verified,18.41,268509.0,Source Verified,16.21,0,,1993,0,27,9,75707,24014,0,0,,0,0,2,2,,9,0.0,0,1,27400,17,7,1,0,100.0,0,0,debt_consolidation,joint,35000,36,6.08,1066.04,A,A2,Feb-2018,Current,fractional,Cash,31418.07,4252.34,3581.93,670.41,0.0
6188,6189,president,10.0,FL,MORTGAGE,249996.0,Source Verified,6.83,,,,0,55.0,2006,1,19,11,561236,51966,0,1,65.0,0,0,2,6,6.0,11,0.0,0,3,116700,10,8,4,1,84.2,1,0,car,individual,30000,60,11.99,667.19,B,B5,Jan-2018,Current,whole,Cash,28508.06,2648.78,1491.94,1156.84,0.0
6190,6191,technical,10.0,OH,OWN,180000.0,Not Verified,12.66,,,,0,81.0,2002,1,26,11,158833,98868,0,0,,0,0,4,6,12.0,11,0.0,0,0,0,9,7,7,2,92.3,0,0,debt_consolidation,individual,6000,36,7.34,186.2,A,A4,Mar-2018,Current,fractional,Cash,5700.09,367.51,299.91,67.6,0.0
6193,6194,letter carrier,5.0,NY,MORTGAGE,47000.0,Source Verified,18.26,,,,0,56.0,2005,3,39,22,201358,38440,0,0,,0,0,5,5,2.0,22,0.0,0,3,13700,22,16,8,2,97.4,0,0,debt_consolidation,individual,9200,36,6.71,282.86,A,A3,Feb-2018,Current,whole,DirectPay,8501.86,845.15,698.14,147.01,0.0
6195,6196,section 8 coordinator,7.0,KY,OWN,60000.0,Source Verified,15.0,,,,0,,2002,3,24,11,29844,15129,0,0,,0,0,1,5,9.0,11,0.0,0,6,17000,18,10,7,0,100.0,0,0,credit_card,individual,20000,36,6.71,614.9,A,A3,Mar-2018,Current,whole,DirectPay,18482.35,1829.79,1517.65,312.14,0.0
6196,6197,teacher,6.0,MA,MORTGAGE,110000.0,Not Verified,6.68,,,,0,34.0,2002,0,34,15,310403,25553,0,0,,0,0,2,4,13.0,15,0.0,0,5,58000,25,12,9,4,90.9,0,0,debt_consolidation,individual,4000,36,6.07,121.82,A,A2,Mar-2018,Current,whole,Cash,3693.7,362.76,306.3,56.46,0.0
6199,6200,title examiner,6.0,TX,MORTGAGE,70000.0,Source Verified,10.97,,,,0,,2010,6,18,8,235031,26334,0,0,,0,0,2,3,6.0,8,0.0,0,0,11100,9,5,0,2,100.0,0,0,other,individual,4000,36,7.35,124.15,A,A4,Feb-2018,Current,whole,Cash,3699.22,380.62,300.78,79.84,0.0
6200,6201,school bus driver,3.0,TN,RENT,58380.0,Not Verified,10.11,,,,0,,2012,2,17,9,42966,20075,0,0,,0,0,1,7,12.0,9,0.0,0,4,12000,15,8,5,0,100.0,0,0,debt_consolidation,individual,5000,36,7.97,156.62,A,A5,Feb-2018,Current,whole,Cash,4501.41,624.27,498.59,125.68,0.0
6201,6202,director of fitness,10.0,MA,MORTGAGE,75000.0,Source Verified,16.26,,,,0,31.0,1991,0,20,12,61168,46460,0,0,73.0,0,15372,1,1,14.0,12,0.0,0,4,32300,14,10,5,1,94.7,0,0,debt_consolidation,individual,25000,36,9.44,800.13,B,B1,Feb-2018,Current,whole,Cash,23175.33,2387.28,1824.67,562.61,0.0
6206,6207,service manager,10.0,MN,MORTGAGE,52000.0,Verified,18.56,,,,0,,2004,0,15,9,132109,29165,0,0,,0,0,0,0,,9,0.0,0,6,33400,7,7,7,3,100.0,0,0,debt_consolidation,individual,27225,36,10.91,890.16,B,B4,Feb-2018,Current,whole,Cash,24619.17,3527.64,2605.83,921.81,0.0
6208,6209,department management,10.0,FL,RENT,55000.0,Source Verified,7.48,,,,0,,2004,0,13,7,20100,7707,0,0,,0,341,0,6,,7,0.0,0,3,9600,11,7,4,0,100.0,0,0,debt_consolidation,individual,6500,36,6.72,199.88,A,A3,Feb-2018,Current,whole,DirectPay,5840.57,797.09,659.43,137.66,0.0
6212,6213,business development associate,0.0,CA,RENT,70000.0,Not Verified,1.97,,,,0,,1990,0,4,3,45000,4812,0,0,,0,0,0,1,,3,0.0,0,2,42000,4,3,3,0,100.0,0,0,debt_consolidation,individual,3000,36,6.08,91.38,A,A2,Feb-2018,Current,whole,Cash,2692.96,362.99,307.04,55.95,0.0
6215,6216,,,WV,OWN,48000.0,Source Verified,3.85,,,,0,,2012,1,14,11,49700,6272,0,0,,0,0,0,5,12.0,11,0.0,0,2,42300,14,11,3,0,100.0,0,0,other,individual,7000,36,6.07,213.18,A,A2,Mar-2018,Current,whole,Cash,6643.56,424.0,356.44,67.56,0.0
6218,6219,project manager,3.0,TX,MORTGAGE,86000.0,Source Verified,16.91,,,,0,,2004,1,15,10,341600,41962,0,1,,0,0,1,1,9.0,10,0.0,0,6,50700,12,8,7,1,100.0,0,1,credit_card,individual,33500,36,7.35,1039.76,A,A4,Jan-2018,Current,whole,Cash,29275.71,5185.12,4224.29,960.83,0.0
6219,6220,manager,8.0,WA,RENT,54000.0,Not Verified,9.66,,,,0,,2000,2,17,8,80294,29439,0,0,,0,0,1,3,6.0,8,0.0,0,5,50100,15,7,7,0,100.0,0,0,credit_card,individual,12000,36,6.07,365.45,A,A2,Mar-2018,Current,whole,Cash,11081.12,1092.3,918.88,173.42,0.0
6223,6224,soils laboratory technician,10.0,PA,RENT,41000.0,Not Verified,15.93,,,,0,48.0,2000,2,20,6,33489,17247,0,0,75.0,0,0,2,3,1.0,6,0.0,0,1,8000,8,4,2,0,90.0,0,0,debt_consolidation,individual,6400,36,10.42,207.78,B,B3,Feb-2018,Current,whole,Cash,5783.2,827.42,616.8,210.62,0.0
6224,6225,executive ,0.0,IL,OWN,107000.0,Not Verified,10.11,,,,0,33.0,2005,1,14,8,110678,68358,0,0,,0,0,3,7,1.0,8,0.0,0,2,12900,7,5,4,0,78.6,0,0,debt_consolidation,individual,10000,36,10.91,326.97,B,B4,Jan-2018,Current,whole,Cash,9042.83,1301.82,957.17,344.65,0.0
6227,6228,its5,10.0,WA,MORTGAGE,105000.0,Not Verified,3.13,,,,0,37.0,2000,6,35,7,252376,14696,0,0,50.0,0,0,0,4,2.0,7,0.0,0,4,30000,20,6,4,4,94.1,0,0,debt_consolidation,individual,16000,36,9.43,512.01,B,B1,Mar-2018,Current,whole,Cash,14832.04,1519.27,1167.96,351.31,0.0
6232,6233,rn,6.0,KY,MORTGAGE,75000.0,Not Verified,16.13,,,,0,62.0,2005,2,40,27,405790,36703,1,0,,0,312,3,15,0.0,27,0.0,0,4,53600,33,23,11,1,95.0,0,0,credit_card,individual,17000,36,5.31,511.88,A,A1,Mar-2018,Current,whole,DirectPay,15684.23,1525.61,1315.77,209.84,0.0
6233,6234,director of corporate operations,0.0,MN,MORTGAGE,130000.0,Source Verified,12.28,168000.0,Not Verified,13.58,0,,2008,1,30,23,296496,77944,0,0,,0,0,12,2,7.0,23,0.0,0,2,93600,16,10,2,1,100.0,0,0,credit_card,joint,17500,60,7.35,349.42,A,A4,Jan-2018,Current,whole,Cash,16273.9,1697.09,1226.1,470.99,0.0
6241,6242,general manager,10.0,NV,MORTGAGE,65000.0,Source Verified,2.1,,,,0,31.0,2006,0,11,8,205195,2362,0,0,31.0,0,0,0,1,,8,0.0,0,2,1300,7,6,3,2,72.7,0,0,house,individual,6000,36,6.72,184.5,A,A3,Mar-2018,Current,whole,Cash,5544.75,545.81,455.25,90.56,0.0
6245,6246,service manager,10.0,NM,MORTGAGE,65000.0,Source Verified,19.89,,,,0,,2007,2,26,16,120141,49579,0,0,,0,0,2,7,0.0,16,0.0,0,3,39600,19,14,7,0,100.0,0,0,debt_consolidation,individual,20000,60,9.92,424.16,B,B2,Mar-2018,Current,whole,DirectPay,19217.08,1261.46,782.92,478.54,0.0
6248,6249,finance manager,7.0,CO,RENT,65000.0,Verified,16.3,,,,0,27.0,2002,2,34,11,53220,32353,0,0,27.0,0,0,3,5,0.0,11,0.0,0,2,10600,16,8,3,3,84.8,0,0,debt_consolidation,individual,15675,36,10.91,512.52,B,B4,Feb-2018,Current,whole,Cash,14174.66,2018.53,1500.34,518.19,0.0
6249,6250,customer service agent,10.0,NY,RENT,64000.0,Verified,6.58,,,,0,82.0,2005,2,43,21,92333,25953,0,0,82.0,0,866,9,6,9.0,21,0.0,0,4,56700,19,11,4,0,95.1,0,0,moving,individual,30000,60,9.43,629.04,B,B1,Mar-2018,Fully Paid,whole,Cash,0.0,30007.4581541666,30000.0,7.46,0.0
6251,6252,prep touch up,3.0,TX,RENT,35568.0,Not Verified,6.31,,,,0,33.0,1992,0,12,5,11124,3633,0,0,59.0,0,900,1,3,18.0,5,0.0,0,1,3000,7,4,1,2,66.7,0,0,major_purchase,individual,2400,36,9.44,76.82,B,B1,Jan-2018,Current,whole,Cash,2105.71,381.58,294.29,87.29,0.0
6252,6253,operation specialist,9.0,NC,RENT,65000.0,Verified,18.92,,,,0,,2004,3,9,9,107464,64183,0,0,,0,0,1,7,2.0,9,0.0,0,4,46500,7,7,4,0,100.0,0,0,other,individual,10000,36,6.08,304.59,A,A2,Jan-2018,Current,whole,Cash,8717.45,1519.57,1282.55,237.02,0.0
6254,6255,director asset management ,3.0,GA,MORTGAGE,150000.0,Source Verified,12.4,,,,0,,2006,2,18,7,168030,134160,0,1,,0,0,3,2,1.0,7,0.0,0,4,62500,6,4,4,0,100.0,0,1,credit_card,individual,28000,60,9.93,593.96,B,B2,Jan-2018,Current,whole,Cash,26158.47,2954.35,1841.53,1112.82,0.0
6259,6260,sr developer,2.0,NV,MORTGAGE,353000.0,Source Verified,12.09,,,,0,,1994,6,28,16,836277,304327,0,0,,0,0,3,9,6.0,16,0.0,0,6,101600,17,12,9,3,100.0,0,0,debt_consolidation,individual,35000,36,6.08,1066.04,A,A2,Jan-2018,Current,fractional,Cash,30511.2,5383.41,4488.8,894.61,0.0
6260,6261,systems administrator sr,3.0,TX,RENT,104550.0,Not Verified,10.95,,,,0,,2007,0,16,10,108144,51673,0,0,,0,0,1,5,15.0,10,0.0,0,4,44600,14,9,6,0,100.0,0,0,credit_card,individual,10000,36,5.32,301.15,A,A1,Jan-2018,Current,fractional,DirectPay,8704.47,1495.41,1295.53,199.88,0.0
6261,6262,manager,10.0,NY,MORTGAGE,132000.0,Verified,7.5,,,,0,,1997,3,22,4,56436,27485,0,0,,0,0,1,4,1.0,4,0.0,0,2,24600,11,2,2,6,100.0,0,0,moving,individual,5000,36,7.97,156.62,A,A5,Jan-2018,Fully Paid,whole,Cash,0.0,5045.0334254771,5000.0,45.03,0.0
6262,6263,family support worker,10.0,TN,OWN,45804.0,Verified,15.09,,,,0,,1998,4,28,13,194329,35348,0,0,,0,0,1,4,4.0,13,0.0,0,1,37800,24,11,3,2,100.0,0,0,debt_consolidation,individual,21000,36,7.35,651.79,A,A4,Jan-2018,Current,whole,Cash,18147.15,3480.39,2852.85,627.54,0.0
6263,6264,teacher,10.0,AZ,RENT,72000.0,Not Verified,4.4,,,,0,,1999,1,12,7,21542,7341,0,0,,0,0,1,4,9.0,7,0.0,0,4,17000,10,5,5,0,100.0,0,0,debt_consolidation,individual,3000,36,7.34,93.1,A,A4,Mar-2018,Current,whole,Cash,2774.37,282.22,225.63,56.59,0.0
6267,6268,consumer marketing director,7.0,NY,RENT,100000.0,Not Verified,17.86,,,,0,,2004,3,22,18,131338,103688,0,0,,0,0,4,8,2.0,18,0.0,0,3,18300,16,14,6,0,100.0,0,0,debt_consolidation,individual,20000,36,10.42,649.3,B,B3,Jan-2018,Current,fractional,Cash,17580.17,3234.92,2419.83,815.09,0.0
6268,6269,rn-icu,0.0,AZ,MORTGAGE,75000.0,Source Verified,6.03,,,,0,,1991,1,20,5,203900,16674,0,0,,0,0,1,10,0.0,5,0.0,0,2,36000,13,3,2,1,100.0,0,0,medical,individual,6500,36,7.35,201.75,A,A4,Jan-2018,Current,whole,Cash,5796.27,854.35,703.73,150.62,0.0
6271,6272,police officer ,10.0,TX,MORTGAGE,63000.0,Not Verified,6.04,,,,0,47.0,2011,1,14,9,38100,11112,0,0,,0,0,1,8,10.0,9,0.0,0,4,31000,13,8,5,0,92.9,0,0,debt_consolidation,individual,12000,36,6.71,368.94,A,A3,Mar-2018,Current,whole,Cash,11089.41,1097.87,910.59,187.28,0.0
6274,6275,,,FL,RENT,100000.0,Verified,19.15,,,,0,,2005,2,38,14,111701,44056,0,1,,0,0,3,7,2.0,14,0.0,0,2,21900,23,11,4,0,100.0,0,1,debt_consolidation,individual,40000,36,9.43,1280.01,B,B1,Mar-2018,Current,whole,Cash,37080.14,3819.07,2919.86,899.21,0.0
6277,6278,bus driver,4.0,NY,MORTGAGE,70000.0,Not Verified,17.56,,,,0,,1992,0,16,7,267870,33657,0,0,,0,0,2,3,,7,0.0,0,2,33100,6,3,2,3,100.0,0,0,debt_consolidation,individual,23650,36,5.32,712.22,A,A1,Mar-2018,Current,whole,DirectPay,21819.8,2129.67,1830.2,299.47,0.0
6279,6280,mail handler,10.0,LA,OWN,65000.0,Not Verified,15.69,,,,0,77.0,2005,0,24,10,44183,18946,0,1,,0,0,0,4,,10,0.0,0,6,10700,14,9,8,2,100.0,0,1,credit_card,individual,16000,36,9.43,512.01,B,B1,Mar-2018,Current,whole,Cash,14832.04,1527.65,1167.96,359.69,0.0
6280,6281,devops engineer,1.0,VA,RENT,100000.0,Source Verified,16.37,,,,0,,2014,2,14,11,91848,24219,0,0,,0,0,2,5,7.0,11,0.0,0,7,63700,12,9,8,0,100.0,0,0,debt_consolidation,individual,18000,36,9.44,576.09,B,B1,Jan-2018,Current,whole,Cash,15793.1,2871.01,2206.9,664.11,0.0
6284,6285,driver,5.0,NY,OWN,120000.0,Source Verified,12.87,,,,0,36.0,2000,4,20,10,139901,25348,0,0,,0,0,2,1,0.0,10,0.0,0,2,56900,13,7,2,0,95.0,0,0,debt_consolidation,individual,21000,36,6.71,645.64,A,A3,Mar-2018,Current,whole,Cash,19940.62,1275.62,1059.38,216.24,0.0
6292,6293,intern,2.0,LA,MORTGAGE,58000.0,Source Verified,1.76,,,,0,,2008,0,3,3,33400,6117,0,0,,0,0,0,0,,3,0.0,0,2,33400,3,3,2,0,100.0,0,0,other,individual,6000,36,6.08,182.75,A,A2,Jan-2018,Current,fractional,Cash,5230.49,911.72,769.51,142.21,0.0
6295,6296,software engineer,1.0,NY,RENT,65000.0,Source Verified,8.79,,,,0,,2009,0,15,13,49731,22875,0,0,,0,0,1,1,,13,0.0,0,6,31400,12,10,7,0,100.0,0,0,debt_consolidation,individual,16000,36,7.97,501.17,A,A5,Feb-2018,Current,whole,Cash,14405.29,1997.6,1594.71,402.89,0.0
6296,6297,owner,10.0,OR,OWN,50000.0,Not Verified,1.3,90000.0,Not Verified,22.33,0,,2000,0,19,6,36100,1630,0,0,,0,0,0,2,,6,0.0,0,2,31800,11,6,2,0,100.0,0,0,debt_consolidation,joint,24000,36,10.91,784.71,B,B4,Jan-2018,Current,whole,Cash,21115.47,3909.0,2884.53,1024.47,0.0
6302,6303,mgr it application,10.0,IL,MORTGAGE,148650.0,Verified,0.53,,,,0,,1991,5,28,15,789400,4078,0,0,,0,0,0,5,1.0,15,0.0,0,2,101400,16,13,2,7,100.0,0,0,debt_consolidation,individual,40000,60,7.35,798.67,A,A4,Feb-2018,Fully Paid,whole,Cash,0.0,40276.9917542508,40000.0,276.99,0.0
6303,6304,sales,10.0,FL,MORTGAGE,100000.0,Source Verified,15.22,,,,0,,1995,1,29,11,234105,28323,0,1,,0,0,2,1,2.0,11,0.0,0,3,21000,19,8,5,4,100.0,0,1,debt_consolidation,individual,17000,36,10.42,551.91,B,B3,Jan-2018,Current,whole,Cash,14943.12,2739.87,2056.88,682.99,0.0
6305,6306,information assurance ,2.0,MD,MORTGAGE,115000.0,Source Verified,17.27,,,,0,29.0,2004,1,34,19,573732,76204,0,0,29.0,0,0,2,17,5.0,19,0.0,0,2,64400,21,16,5,3,90.9,0,0,credit_card,individual,8400,36,7.97,263.11,A,A5,Jan-2018,Current,whole,Cash,7349.54,1311.83,1050.46,261.37,0.0
6310,6311,des support operations,3.0,GA,MORTGAGE,40000.0,Source Verified,5.22,,,,0,26.0,2004,10,23,13,210442,2129,0,0,26.0,0,3724,0,1,4.0,13,0.0,0,7,20100,16,12,7,2,81.8,0,0,house,individual,22725,60,11.98,505.28,B,B5,Mar-2018,Current,whole,Cash,21881.41,1485.59,843.59,642.0,0.0
6311,6312,property manager ,3.0,AZ,RENT,76000.0,Verified,9.44,,,,0,,2005,2,21,10,39716,20623,0,1,,0,339,3,6,2.0,10,0.0,0,4,16900,14,7,4,2,86.7,0,1,credit_card,individual,10000,36,9.43,320.01,B,B1,Mar-2018,Current,whole,Cash,9515.25,629.54,484.75,144.79,0.0
6316,6317,risk operations ,5.0,WV,RENT,37000.0,Not Verified,15.86,,,,0,,2013,3,13,11,47138,19524,0,0,,0,0,1,7,5.0,11,0.0,0,6,22300,11,10,6,0,100.0,0,0,other,individual,2000,36,9.93,64.47,B,B2,Jan-2018,Current,fractional,Cash,1756.54,321.25,243.46,77.79,0.0
6318,6319,,,TN,MORTGAGE,35000.0,Not Verified,9.57,108000.0,Not Verified,10.6,0,59.0,1990,0,22,8,28100,4560,0,0,59.0,0,0,0,1,,8,0.0,0,3,16300,17,8,7,0,86.4,0,0,debt_consolidation,joint,20000,60,7.34,399.25,A,A4,Mar-2018,Current,whole,Cash,19164.16,1181.44,835.84,345.6,0.0
6328,6329,casualty rep adjuster,5.0,WI,RENT,67500.0,Source Verified,4.71,,,,0,,2005,0,9,4,25900,9344,0,0,,0,0,0,0,,4,0.0,0,2,21400,8,4,3,0,100.0,0,0,credit_card,individual,14000,60,10.41,300.3,B,B3,Mar-2018,Current,whole,Cash,13390.17,834.41,609.83,224.58,0.0
6330,6331,billing supervisor,7.0,CA,RENT,62000.0,Source Verified,17.44,,,,0,,2008,0,10,7,27000,19272,0,1,,0,0,1,3,14.0,7,0.0,0,3,9900,6,6,4,0,100.0,0,1,debt_consolidation,individual,20000,36,11.99,664.2,B,B5,Feb-2018,Current,whole,Cash,18592.93,2072.54,1407.07,665.47,0.0
6331,6332,senior merchandising manager,5.0,OH,MORTGAGE,51000.0,Source Verified,2.21,,,,0,,2012,1,5,3,116500,9508,0,0,,0,0,0,2,8.0,3,0.0,0,2,12000,3,2,2,1,100.0,0,0,debt_consolidation,individual,5000,36,10.9,163.46,B,B4,Mar-2018,Current,whole,Cash,4642.64,487.35,357.36,129.99,0.0
6332,6333,finisher,6.0,NE,MORTGAGE,43000.0,Source Verified,13.23,,,,0,,2012,0,14,10,30977,13474,0,0,,0,0,1,2,20.0,10,0.0,0,3,15800,13,9,3,0,100.0,0,0,debt_consolidation,individual,16000,60,11.99,355.84,B,B5,Jan-2018,Current,whole,Cash,15000.36,1757.88,999.64,758.24,0.0
6336,6337,realtor,10.0,CA,MORTGAGE,180000.0,Source Verified,5.21,,,,0,38.0,2004,2,17,12,441900,22621,1,0,38.0,0,50,0,7,1.0,12,0.0,0,6,31200,13,10,9,3,91.7,0,0,debt_consolidation,individual,35000,36,10.41,1136.11,B,B3,Feb-2018,Current,whole,Cash,31626.48,4503.96,3373.52,1130.44,0.0
6342,6343,marketing manager,2.0,WA,RENT,135000.0,Not Verified,14.83,,,,0,,1982,0,20,9,138727,67030,0,0,,0,0,2,3,14.0,9,0.0,0,4,96900,8,6,5,0,100.0,0,0,debt_consolidation,individual,40000,36,5.32,1204.6,A,A1,Feb-2018,Current,whole,DirectPay,35863.53,4747.47,4136.47,611.0,0.0
6346,6347,accounting,10.0,IL,RENT,65000.0,Source Verified,10.53,,,,0,45.0,2008,0,21,7,44900,24489,0,0,,0,0,0,1,,7,0.0,0,4,39400,17,7,5,0,100.0,0,0,debt_consolidation,individual,10000,36,9.43,320.01,B,B1,Mar-2018,Current,whole,Cash,9270.01,949.55,729.99,219.56,0.0
6352,6353,sales/barista,2.0,CA,RENT,49000.0,Not Verified,5.46,,,,0,,2005,2,10,8,46000,7131,0,0,,0,0,1,4,8.0,8,0.0,0,1,32100,9,7,2,0,100.0,0,0,debt_consolidation,individual,20000,36,7.96,626.36,A,A5,Mar-2018,Current,whole,Cash,18509.07,1901.19,1490.93,410.26,0.0
6356,6357,owner,10.0,NY,MORTGAGE,110000.0,Source Verified,12.68,,,,0,35.0,1992,3,10,5,49288,46472,0,0,,0,0,1,2,1.0,5,,0,3,34700,8,4,4,0,60.0,0,0,debt_consolidation,individual,24000,36,10.42,779.16,B,B3,Feb-2018,Current,whole,Cash,21687.05,3102.75,2312.95,789.8,0.0
6359,6360,deputy sheriff,5.0,CA,RENT,56446.0,Not Verified,7.07,,,,0,31.0,2008,2,8,6,26470,8690,0,0,,0,0,1,1,11.0,6,0.0,0,2,17300,5,5,2,0,87.5,0,0,debt_consolidation,individual,2400,36,7.34,74.48,A,A4,Mar-2018,Current,fractional,Cash,2219.5,222.46,180.5,41.96,0.0
6363,6364,electrical design engineer,10.0,FL,MORTGAGE,60000.0,Not Verified,13.91,,,,0,,2006,1,14,8,255304,31461,0,0,,0,0,2,2,2.0,8,0.0,0,2,30500,7,5,3,2,100.0,0,0,debt_consolidation,individual,12600,36,5.32,379.45,A,A1,Jan-2018,Fully Paid,whole,Cash,0.0,12675.8900390707,12600.0,75.89,0.0
6366,6367,cadd,7.0,WA,MORTGAGE,80000.0,Not Verified,13.89,,,,0,45.0,1999,1,21,10,252881,55846,0,0,45.0,0,0,2,8,7.0,10,0.0,0,2,10000,12,7,3,1,90.0,0,0,home_improvement,individual,15000,60,9.93,318.19,B,B2,Jan-2018,Current,whole,Cash,14013.48,1570.26,986.52,583.74,0.0
6370,6371,,,CA,MORTGAGE,550000.0,Source Verified,7.0,,,,0,,2003,2,18,5,967800,300222,0,0,,0,0,0,1,3.0,5,0.0,0,2,39500,9,3,3,6,100.0,0,0,home_improvement,individual,40000,36,5.32,1204.6,A,A1,Jan-2018,Current,whole,Cash,35863.52,4895.25,4136.48,758.77,0.0
6373,6374,manager,1.0,CA,RENT,47600.0,Not Verified,4.55,,,,0,,2013,4,11,8,41200,8191,0,0,,0,0,0,4,0.0,8,0.0,0,4,39200,9,8,4,0,100.0,0,0,debt_consolidation,individual,7500,36,6.71,230.59,A,A3,Mar-2018,Current,whole,Cash,7121.64,455.59,378.36,77.23,0.0
6376,6377,vice president of engineering,10.0,TX,OWN,180000.0,Verified,6.59,180000.0,Not Verified,8.59,0,61.0,1983,0,12,3,62394,41268,0,0,,0,0,1,2,17.0,3,0.0,0,1,9000,5,2,1,2,91.7,0,0,medical,joint,3200,36,6.08,97.47,A,A2,Feb-2018,Current,whole,Cash,2872.49,385.64,327.51,58.13,0.0
6380,6381,service technician,6.0,VA,MORTGAGE,70000.0,Source Verified,17.47,,,,0,33.0,1999,1,33,12,267372,29347,0,0,33.0,0,0,2,7,12.0,12,0.0,0,6,14900,24,8,7,3,63.6,0,0,debt_consolidation,individual,30000,60,11.98,667.04,B,B5,Mar-2018,Current,whole,Cash,28886.34,1961.19,1113.66,847.53,0.0
6381,6382,program analyst,10.0,MD,MORTGAGE,106000.0,Source Verified,7.02,,,,0,,1995,1,29,7,588312,53230,0,0,,0,0,1,2,7.0,7,0.0,0,2,35600,11,3,2,6,100.0,0,0,debt_consolidation,individual,21000,60,10.9,455.55,B,B4,Mar-2018,Current,whole,Cash,20147.51,1403.93,852.49,551.44,0.0
6382,6383,detective investigator  ,10.0,TX,OWN,120000.0,Not Verified,17.23,,,,0,,1999,0,28,10,162525,39201,0,0,,0,0,2,4,17.0,10,0.0,0,2,70000,18,8,2,2,100.0,0,0,home_improvement,individual,10000,36,5.32,301.15,A,A1,Jan-2018,Fully Paid,whole,Cash,0.0,10010.3455555558,10000.0,10.35,0.0
6387,6388,manager,3.0,CA,RENT,75000.0,Not Verified,5.04,,,,0,,1997,1,15,10,95500,6084,0,0,,0,0,1,2,4.0,10,0.0,0,3,85200,12,9,4,0,100.0,0,0,car,individual,3500,36,5.31,105.39,A,A1,Mar-2018,Fully Paid,whole,Cash,0.0,3500.5367375,3500.0,0.54,0.0
6388,6389,construction glazer,10.0,NY,RENT,39000.0,Not Verified,2.43,,,,0,,2006,0,5,4,2534,1026,0,0,,0,0,0,3,13.0,4,0.0,0,2,1100,3,3,3,0,100.0,0,0,other,individual,3000,36,11.98,99.62,B,B5,Mar-2018,Current,whole,Cash,2759.47,295.25,240.53,54.72,0.0
6392,6393,operations manager,10.0,CA,MORTGAGE,160000.0,Not Verified,6.03,,,,0,47.0,1993,5,25,6,674708,31273,0,0,,0,614,1,1,4.0,6,0.0,0,2,18500,14,4,2,4,96.0,0,0,debt_consolidation,individual,20000,60,9.93,424.26,B,B2,Jan-2018,Current,whole,Cash,18684.61,2099.23,1315.39,783.84,0.0
6393,6394,funeral director and supervisor,7.0,PA,RENT,780000.0,Source Verified,3.1,,,,0,42.0,1995,3,41,19,137675,82432,0,0,60.0,0,0,6,10,1.0,19,0.0,0,10,60500,18,13,11,1,87.2,0,0,debt_consolidation,individual,12000,36,10.91,392.36,B,B4,Jan-2018,Current,whole,Cash,10557.71,1954.53,1442.29,512.24,0.0
6395,6396,,,NY,RENT,22848.0,Verified,16.86,,,,0,,1975,2,35,18,37200,9006,0,1,,0,0,0,7,6.0,17,0.0,0,1,16000,34,18,7,0,100.0,0,1,debt_consolidation,individual,9500,36,7.35,294.86,A,A4,Jan-2018,Current,fractional,Cash,7977.27,1802.98,1522.73,280.25,0.0
